latitude,longitude,tovr
8.02,39.14,4.66
8.02,39.14,3.54
8.02,39.15,4.45
9.88,39.15,30.78
8.02,39.15,4.6
8.01,39.15,4.8
8.02,39.15,5.62
8.03,39.15,5.51
8.02,39.16,5.31
8.02,39.16,5.57
8.02,39.16,6.06
8.02,39.16,5.47
7.1,39.16,49.23
9.89,39.17,31.22
7.16,39.18,54.15
9.92,39.18,23.13
9.93,39.18,22.63
9.93,39.19,25.25
11.95,39.22,23.84
11.29,39.26,27.48
7.02,39.27,30.75
7.0,39.27,46.2
7.03,39.28,28.65
7.0,39.28,32.74
11.31,39.29,22.06
12.01,39.29,15.96
7.08,39.3,51.24
11.96,39.31,17.26
7.07,39.31,40.56
13.62,39.38,21.02
7.57,39.4,24.41
9.2,39.41,22.36
7.1,39.42,4.15
11.34,39.42,21.97
11.34,39.43,12.51
7.59,39.43,23.9
7.12,39.43,5.33
7.09,39.43,4.6
9.52,39.45,21.42
7.06,39.45,5.56
9.29,39.46,3.77
7.06,39.47,6.54
12.52,39.47,2.46
10.83,39.47,23.52
14.0,39.48,2.32
9.6,39.5,38.79
9.6,39.5,37.71
13.52,39.5,17.83
13.52,39.5,20.18
13.52,39.5,29.25
13.52,39.5,24.63
13.52,39.5,12.86
9.61,39.5,34.37
13.52,39.5,12.86
13.52,39.5,11.59
9.6,39.51,36.18
13.52,39.51,24.53
13.52,39.51,24.95
13.52,39.51,17.48
9.61,39.51,30.2
9.61,39.51,28.58
14.0,39.51,1.17
14.0,39.51,1.95
12.55,39.51,23.77
12.55,39.51,22.92
12.55,39.51,19.44
12.54,39.52,24.91
9.6,39.52,5.32
9.6,39.52,4.15
7.84,39.52,29.5
9.15,39.53,15.3
13.46,39.55,27.94
9.68,39.55,5.28
7.78,39.56,4.22
13.98,39.57,1.78
7.59,39.59,5.94
13.76,39.59,24.35
9.69,39.62,3.36
9.69,39.62,3.69
7.81,39.64,5.13
10.93,39.65,16.19
10.97,39.65,24.35
13.42,39.67,38.03
10.81,39.69,18.98
10.82,39.7,32.3
10.74,39.72,15.01
13.88,39.74,4.38
7.26,39.85,32.6
7.04,39.98,7.82
7.16,40.01,6.39
7.08,40.11,17.94
7.11,40.21,10.13
7.11,40.21,9.74
7.16,40.22,38.02
7.12,40.22,24.03
7.11,40.22,22.63
7.11,40.22,29.67
7.12,40.22,27.45
7.1,40.22,16.97
7.12,40.22,39.22
7.11,40.22,11.82
7.12,40.22,17.87
7.11,40.22,32.44
7.11,40.22,29.66
7.11,40.23,25.46
7.11,40.23,21.48
7.11,40.23,18.91
8.59,40.29,32.24
6.96,40.34,17.13
7.25,40.35,5.66
7.38,40.35,25.93
7.24,40.37,5.28
7.44,40.43,17.99
7.3,40.45,25.7
8.78,40.48,26.99
7.39,40.51,19.69
7.19,40.59,8.43
7.51,40.64,17.5
7.13,40.65,14.91
7.44,40.67,14.12
7.29,40.76,16.94
7.31,40.76,12.08
8.99,40.89,17.88
8.93,40.91,26.65
9.22,41.15,26.26
9.27,41.26,18.69
9.37,41.38,19.15
9.31,41.61,28.48
9.41,41.62,19.46
9.39,41.63,39.79
9.35,41.64,38.04
9.41,41.64,27.73
9.39,41.65,52.03
9.4,41.68,29.07
9.39,41.74,26.15
9.41,41.75,14.4
9.43,41.84,28.4
9.37,42.05,26.82
9.46,42.06,29.91
9.33,42.06,21.73
9.43,42.08,23.5
9.26,42.11,19.34
9.36,42.11,13.4
9.41,42.13,36.28
9.31,42.42,32.9
9.53,42.51,5.18
9.5,42.62,41.1
9.41,42.65,19.41
9.48,42.67,2.97
9.5,42.88,36.52
7.33,38.75,22.98
7.57,38.88,3.95
6.3,37.57,31.72
13.25,38.18,35.59
9.82,38.65,4.35
11.09,39.16,17.38
7.39,39.35,14.17
7.62,39.36,18.13
12.1,39.37,43.61
9.26,39.5,3.46
7.05,39.62,25.35
9.65,39.64,4.1
10.62,39.69,53.19
10.66,39.72,49.58
10.66,39.72,49.58
6.84,39.88,20.69
7.06,38.51,26.75
7.06,38.51,37.41
7.06,38.51,27.28
7.06,38.51,29.86
7.07,38.51,31.16
7.06,38.51,25.84
7.06,38.51,26.32
7.07,38.51,60.78
7.06,38.51,29.67
7.09,38.62,27.41
7.09,38.62,24.08
7.09,38.62,24.21
7.09,38.62,31.53
8.03,38.71,39.23
8.12,38.85,27.69
8.31,38.95,18.9
8.43,39.03,27.1
8.39,39.31,28.21
8.39,39.31,35.64
8.39,39.32,26.27
8.39,39.32,30.2
8.39,39.32,29.91
8.42,39.32,33.77
8.42,39.32,35.84
8.39,39.32,16.32
8.41,39.32,24.41
8.41,39.32,23.87
8.41,39.32,22.75
8.41,39.32,31.62
8.42,39.32,34.68
8.41,39.32,24.41
8.42,39.32,32.46
8.41,39.32,20.28
8.41,39.33,18.86
8.41,39.33,22.29
8.41,39.33,25.72
8.41,39.33,26.07
8.4,39.33,27.01
8.4,39.33,30.35
8.68,39.37,34.51
8.67,39.37,36.62
8.69,39.37,29.99
8.68,39.37,65.19
8.67,39.38,49.23
8.67,39.38,33.8
8.67,39.39,29.73
8.67,39.39,29.73
8.67,39.4,27.06
8.92,39.42,38.42
8.67,39.44,31.92
9.09,39.57,24.73
12.45,39.6,31.28
12.46,39.6,26.12
12.45,39.6,33.85
12.46,39.6,26.91
12.46,39.61,26.27
12.4,39.62,12.25
12.52,39.65,24.66
12.55,39.66,42.34
12.31,39.67,33.15
8.95,39.7,17.3
8.96,39.7,41.08
8.97,39.7,14.26
12.75,39.7,62.02
8.98,39.71,17.66
9.26,39.71,23.52
8.98,39.71,24.43
8.97,39.72,23.52
8.99,39.74,31.59
9.0,39.74,17.3
9.01,39.74,26.32
12.64,39.76,106.43
12.53,39.77,79.14
9.02,39.77,30.38
8.82,39.8,43.04
8.99,39.8,71.16
10.77,39.81,28.69
8.98,39.81,56.29
9.0,39.81,66.9
8.96,39.81,30.18
8.99,39.82,63.83
8.97,39.82,76.45
8.88,39.82,32.18
10.86,39.82,31.84
8.96,39.82,37.71
8.91,39.82,47.75
8.98,39.82,38.23
10.73,39.82,48.61
8.93,39.82,46.39
8.97,39.82,43.83
9.0,39.82,45.27
8.93,39.83,26.35
8.84,39.83,21.08
8.91,39.83,45.46
8.95,39.84,81.57
8.87,39.84,26.55
8.88,39.84,15.75
8.97,39.84,49.09
8.9,39.84,36.52
8.88,39.84,28.68
8.9,39.84,20.08
8.89,39.84,42.8
8.91,39.85,55.84
10.59,39.9,66.72
10.01,39.9,42.15
10.64,39.91,67.13
10.12,39.94,33.13
10.11,39.95,60.13
10.11,39.95,45.98
10.12,39.95,56.0
11.49,39.96,39.76
10.07,39.99,41.9
10.07,40.0,40.12
9.92,40.01,45.59
10.73,40.07,40.63
10.71,40.08,36.46
9.02,40.17,64.38
9.02,40.17,64.38
9.62,41.62,102.3
9.62,41.62,102.3
9.52,41.89,47.23
9.95,43.11,42.3
9.94,43.11,51.33
9.91,43.13,54.78
10.24,43.18,53.08
10.18,43.23,69.42
10.88,-12.52,16.64
10.88,-12.51,36.19
10.93,-12.49,15.55
10.93,-12.49,13.94
10.86,-12.47,19.22
11.0,-12.42,29.94
10.86,-12.39,66.87
10.99,-12.39,25.33
10.83,-12.38,39.72
10.83,-12.38,53.11
10.84,-12.36,35.56
10.67,-12.36,51.95
10.65,-12.33,37.05
10.76,-12.3,36.28
10.65,-12.3,38.74
10.79,-12.3,23.48
10.67,-12.29,29.42
10.77,-12.29,33.29
10.73,-12.26,37.36
10.71,-12.25,34.04
10.73,-12.25,0.34
10.7,-12.24,31.74
10.7,-12.24,43.55
10.7,-12.24,48.37
10.79,-12.23,31.3
11.01,-12.23,28.07
10.63,-12.22,29.94
10.64,-12.2,26.47
10.71,-12.19,45.68
10.62,-12.19,21.81
10.65,-12.05,16.42
10.59,-12.04,34.24
10.65,-12.04,14.24
10.73,-12.03,35.66
10.59,-12.03,70.33
10.65,-12.03,41.22
10.73,-12.03,43.4
10.77,-12.02,34.42
7.46,-8.67,13.91
7.45,-8.66,31.54
7.44,-8.65,16.85
7.49,-8.65,22.2
7.45,-8.65,24.52
7.46,-8.65,16.91
7.44,-8.64,18.5
7.46,-8.64,16.27
7.48,-8.64,19.96
7.54,-8.63,23.47
7.47,-8.63,14.82
7.54,-8.63,24.34
7.56,-8.63,25.93
7.55,-8.63,17.93
7.51,-8.63,16.62
7.56,-8.63,31.2
7.49,-8.63,18.89
7.47,-8.63,16.17
7.54,-8.62,22.51
7.57,-8.62,34.75
7.48,-8.62,18.05
7.53,-8.62,22.51
7.51,-8.62,15.82
7.52,-8.61,21.17
7.56,-8.61,24.09
7.55,-8.61,17.74
7.5,-8.61,17.77
7.53,-8.61,20.23
7.57,-8.61,14.58
7.57,-8.61,24.39
7.57,-8.6,18.0
11.43,-15.18,45.26
11.43,-15.17,30.58
11.44,-15.14,39.75
11.28,-15.12,107.45
11.35,-15.11,56.86
11.34,-15.11,31.31
11.2,-15.11,98.48
11.27,-15.11,62.07
11.34,-15.1,73.4
11.33,-15.08,47.89
11.34,-15.04,168.7
11.36,-15.01,24.3
11.39,-15.01,38.72
11.37,-15.01,43.58
-0.97,34.6,3.6
0.0,34.62,6.25
-0.88,34.7,6.0
-0.79,34.72,6.1
0.2,34.73,4.4
-0.68,34.76,3.11
-0.69,34.78,6.31
0.06,34.78,4.31
0.94,34.78,5.63
-0.6,34.8,4.52
0.23,34.85,6.3
-0.7,34.9,12.61
-0.67,34.92,4.76
-0.67,34.93,5.22
0.07,34.93,4.95
-0.99,34.95,7.55
0.03,34.97,6.58
0.05,34.97,5.84
-0.82,34.97,4.91
-0.6,34.98,5.93
-0.78,34.99,5.59
1.21,35.1,5.4
-0.62,35.13,7.16
1.17,35.14,3.76
1.2,35.14,4.68
1.27,35.15,4.81
0.07,35.15,5.59
-0.05,35.3,6.06
1.08,35.32,6.18
-0.1,35.36,7.07
1.07,35.38,6.44
1.19,35.4,62.8
1.3,35.4,87.91
0.08,35.42,4.99
1.11,35.44,59.79
-0.65,35.51,63.25
-0.05,35.51,4.04
0.97,35.53,6.39
-0.29,35.54,36.8
-0.03,35.54,24.21
-0.27,35.56,37.92
-0.14,35.65,3.89
0.55,35.78,47.66
0.5,35.8,38.19
-0.35,35.92,4.82
-0.67,35.97,4.84
-0.22,36.1,4.83
-0.27,36.38,44.78
-0.34,36.55,24.26
-0.9,36.58,55.74
-0.78,36.6,63.92
-0.75,36.6,40.71
-1.24,36.62,7.69
-0.76,36.63,65.45
-1.3,36.69,6.34
-1.25,36.74,44.58
2.7,36.93,31.38
-0.93,37.03,31.97
-0.6,37.2,3.32
-0.29,37.29,67.86
-0.17,37.46,54.4
-0.21,37.51,10.91
-0.36,37.54,6.47
-0.35,37.54,6.52
-0.35,37.54,8.5
-0.12,37.58,27.86
-0.38,37.58,8.27
-0.22,37.6,5.47
-0.42,37.62,4.89
-0.41,37.62,29.64
-0.41,37.63,43.01
-0.08,37.67,4.57
-0.05,37.73,4.13
-1.18,38.12,51.79
-1.18,38.12,51.79
-1.12,38.12,56.67
-1.12,38.12,56.67
-1.12,38.12,32.28
-1.12,38.12,35.88
-1.38,38.37,52.0
-1.25,36.74,44.58
-3.19,37.12,46.01
-3.21,37.17,10.16
-3.18,37.22,55.53
-3.22,37.24,11.98
-3.21,37.28,74.84
-3.28,37.42,38.12
-3.25,37.45,40.47
-3.32,37.46,44.39
-3.29,37.49,22.36
-3.26,37.52,57.17
-3.3,37.52,26.12
-3.1,37.54,55.14
-3.11,37.58,34.27
-3.18,37.59,43.55
-3.09,37.59,48.6
-3.08,37.6,10.84
-3.26,37.61,48.12
-3.23,37.61,31.53
-3.26,37.62,49.88
-0.97,34.97,3.98
-0.73,36.43,12.31
-0.82,36.43,7.87
-1.81,36.74,10.52
-1.79,36.83,27.44
-1.52,36.89,10.32
-1.56,36.92,2.3
-1.56,36.92,2.3
-1.67,37.02,28.91
-2.78,37.45,15.77
-2.83,37.61,4.96
-2.85,37.66,7.68
-3.86,32.47,41.15
-3.59,32.55,12.3
-3.65,32.56,14.89
-3.86,32.56,14.92
-3.68,32.59,16.44
-3.68,32.59,16.44
-3.69,32.59,14.92
-3.64,32.6,14.34
-3.72,32.61,16.37
-3.7,32.61,15.71
-3.61,32.62,12.29
-3.96,32.64,13.29
-3.67,32.66,11.35
-3.55,32.66,17.04
-3.96,32.66,15.48
-3.52,32.67,12.5
-3.52,32.69,14.7
-3.94,32.69,22.42
-3.52,32.73,10.3
-3.56,32.73,12.77
-3.87,32.8,14.53
-3.51,32.81,16.67
-3.94,32.81,15.44
-3.84,32.82,12.31
-3.88,32.83,13.94
-3.82,32.83,12.54
-3.79,32.83,12.57
-3.76,32.85,24.61
-3.88,32.88,14.57
-3.84,32.89,15.02
-3.9,32.9,19.73
-3.91,32.94,7.48
-3.79,32.97,11.54
-3.8,32.99,17.33
-3.66,33.4,12.38
-3.02,33.62,20.22
-3.2,33.67,14.45
-2.66,34.92,18.38
-2.67,34.92,13.43
-2.67,34.92,13.43
-2.67,34.92,13.96
-2.75,34.96,28.94
-2.75,34.96,28.94
-2.78,34.96,21.34
-2.89,34.98,24.53
-4.17,35.02,4.89
-4.17,35.02,4.89
-4.24,35.03,10.31
-4.24,35.03,8.73
-4.25,35.04,9.97
-4.25,35.04,8.21
-4.29,35.04,6.75
-4.3,35.04,7.82
-4.27,35.04,6.36
-4.44,35.04,8.19
-4.3,35.04,8.71
-4.18,35.05,5.92
-4.18,35.05,5.55
-4.21,35.05,9.17
-4.21,35.05,8.17
-4.34,35.06,9.43
-4.21,35.06,9.79
-4.21,35.06,7.97
-4.11,35.07,15.74
-4.11,35.07,15.74
-3.98,35.08,12.29
-3.98,35.08,12.29
-3.98,35.08,12.29
-4.07,35.09,13.81
-4.14,35.12,19.31
-4.14,35.12,19.31
-3.97,35.13,18.03
-3.97,35.13,15.55
-2.8,35.14,30.4
-4.04,35.14,18.75
-4.04,35.14,18.75
-3.07,35.14,12.51
-4.69,35.15,15.62
-4.23,35.15,20.13
-4.43,35.16,22.8
-4.41,35.16,9.77
-4.45,35.16,11.13
-4.43,35.16,10.48
-4.22,35.16,7.47
-4.22,35.16,10.81
-4.44,35.17,13.15
-4.17,35.17,16.68
-4.39,35.18,18.68
-4.45,35.18,7.88
-4.37,35.19,13.83
-4.51,35.19,20.98
-4.51,35.19,20.07
-4.51,35.19,20.63
-4.37,35.19,16.8
-4.51,35.19,13.71
-4.37,35.2,22.59
-4.52,35.2,13.23
-4.17,35.2,15.96
-4.37,35.2,17.6
-4.03,35.2,11.77
-4.03,35.2,10.53
-4.52,35.2,6.51
-4.53,35.21,10.86
-4.04,35.21,20.77
-4.04,35.21,16.8
-4.55,35.21,11.75
-4.54,35.21,8.74
-4.54,35.21,8.74
-2.71,35.21,23.04
-4.07,35.22,4.62
-4.07,35.22,4.62
-4.54,35.22,8.71
-4.06,35.22,4.81
-4.06,35.22,4.9
-4.14,35.23,19.94
-4.14,35.23,19.94
-4.07,35.26,4.79
-4.07,35.26,4.79
-4.06,35.26,5.36
-4.06,35.26,5.63
-3.8,35.27,5.29
-3.81,35.28,6.41
-3.81,35.28,5.57
-3.71,35.28,8.87
-3.71,35.28,10.51
-3.7,35.29,10.06
-3.7,35.29,10.06
-3.99,35.3,15.85
-3.99,35.3,16.92
-4.17,35.32,5.56
-4.17,35.32,5.56
-4.09,35.33,5.01
-3.7,35.33,9.25
-3.7,35.33,9.25
-4.09,35.33,4.9
-4.09,35.33,4.22
-3.82,35.34,16.02
-3.82,35.34,13.67
-4.08,35.37,5.83
-4.08,35.37,6.52
-3.98,35.38,4.23
-3.98,35.38,3.18
-3.68,35.38,19.75
-3.68,35.38,19.75
-4.11,35.38,4.8
-4.11,35.38,4.14
-4.11,35.39,5.68
-4.11,35.39,6.12
-4.05,35.39,5.6
-4.05,35.39,4.75
-3.95,35.4,38.06
-4.0,35.4,14.58
-4.0,35.4,16.7
-4.03,35.41,22.21
-4.03,35.41,22.66
-3.9,35.42,20.1
-3.9,35.42,22.25
-3.9,35.42,16.39
-3.9,35.42,14.05
-3.92,35.43,16.87
-3.34,35.43,23.47
-3.92,35.43,18.07
-3.04,35.44,7.09
-3.66,35.44,20.95
-3.66,35.44,18.65
-3.87,35.45,14.59
-3.87,35.45,18.31
-3.94,35.45,28.36
-4.0,35.45,16.51
-4.0,35.45,16.51
-4.01,35.46,8.09
-4.01,35.46,9.73
-3.92,35.46,41.74
-3.92,35.46,39.36
-3.48,35.47,10.37
-3.91,35.47,32.21
-3.92,35.47,21.37
-3.92,35.47,21.37
-2.67,35.47,21.79
-3.91,35.47,24.53
-3.9,35.48,16.65
-3.92,35.48,31.25
-3.86,35.48,14.19
-3.86,35.48,19.34
-3.9,35.48,21.56
-3.88,35.48,14.94
-3.88,35.48,12.84
-7.84,35.5,3.99
-3.89,35.51,24.45
-3.84,35.52,30.02
-3.84,35.52,29.87
-3.84,35.52,31.18
-3.84,35.52,27.35
-3.63,35.52,16.84
-7.83,35.53,9.17
-3.62,35.54,18.83
-3.62,35.54,19.78
-3.79,35.54,9.49
-3.79,35.54,8.15
-3.74,35.55,11.5
-3.74,35.55,24.4
-3.79,35.56,21.89
-3.74,35.56,33.72
-3.74,35.56,33.72
-3.38,35.56,3.88
-3.38,35.56,4.55
-7.72,35.56,10.25
-3.83,35.57,20.84
-7.86,35.57,12.06
-3.83,35.57,14.47
-3.83,35.57,17.45
-3.83,35.57,13.69
-3.74,35.57,21.64
-3.43,35.57,4.42
-3.43,35.57,4.89
-3.91,35.58,20.48
-3.91,35.58,20.25
-3.9,35.58,22.3
-3.9,35.58,25.55
-3.57,35.59,21.65
-3.43,35.6,6.12
-3.43,35.6,5.74
-3.32,35.6,8.9
-3.55,35.6,9.67
-3.81,35.6,26.77
-3.81,35.6,23.89
-3.55,35.6,5.84
-3.55,35.6,5.84
-3.55,35.61,5.16
-3.57,35.62,17.29
-3.57,35.62,17.85
-3.55,35.63,21.06
-3.55,35.63,21.06
-3.81,35.63,11.54
-3.81,35.63,11.52
-3.81,35.63,11.22
-3.53,35.64,6.07
-3.53,35.64,6.07
-3.81,35.64,12.61
-3.81,35.64,10.48
-6.23,35.65,10.71
-4.12,35.65,18.56
-3.66,35.65,26.62
-3.66,35.65,26.62
-7.63,35.65,10.42
-4.12,35.65,20.22
-4.12,35.65,12.2
-3.41,35.65,5.07
-3.41,35.65,5.18
-6.21,35.65,13.02
-4.13,35.65,3.75
-4.12,35.65,2.93
-4.12,35.65,3.78
-4.13,35.65,4.18
-4.13,35.65,4.31
-3.41,35.66,4.15
-4.12,35.66,5.41
-4.12,35.66,4.12
-3.4,35.67,7.56
-3.4,35.67,6.2
-3.43,35.67,10.95
-3.43,35.67,7.27
-3.43,35.67,8.71
-3.32,35.67,8.52
-3.32,35.67,8.52
-3.44,35.69,9.11
-3.44,35.69,9.11
-3.53,35.69,9.86
-3.53,35.69,9.86
-3.4,35.7,5.02
-3.4,35.7,5.34
-3.38,35.7,11.18
-3.38,35.7,11.97
-7.62,35.71,8.2
-3.52,35.71,9.21
-3.52,35.71,9.21
-3.4,35.71,10.08
-3.4,35.71,8.87
-7.5,35.72,24.75
-3.33,35.72,6.94
-6.2,35.72,15.65
-3.29,35.73,28.02
-3.29,35.73,28.83
-3.29,35.73,28.83
-3.29,35.74,18.77
-3.29,35.74,18.77
-5.97,35.74,8.38
-7.55,35.77,19.19
-7.51,35.77,13.68
-7.92,35.77,4.24
-3.35,35.79,7.63
-3.35,35.79,7.63
-7.5,35.79,15.82
-6.15,35.79,18.56
-6.15,35.8,17.72
-3.33,35.82,18.86
-3.33,35.82,20.5
-7.52,35.82,17.5
-6.07,35.83,24.99
-7.58,35.83,9.31
-7.72,35.85,15.84
-6.06,35.85,20.58
-7.72,35.85,17.39
-7.53,35.85,11.39
-5.88,35.85,11.61
-6.06,35.87,17.03
-7.7,35.87,12.84
-7.67,35.88,11.9
-5.99,35.89,17.26
-3.21,35.9,23.71
-3.21,35.9,23.71
-5.99,35.9,8.29
-7.63,35.92,6.29
-7.53,35.93,19.07
-7.6,35.93,10.72
-7.61,35.94,13.75
-5.95,35.94,12.96
-5.95,35.97,28.92
-5.96,35.98,12.43
-7.62,35.98,15.88
-5.96,35.98,15.71
-6.15,36.28,10.91
-3.97,37.12,16.89
-5.82,37.13,19.23
-3.28,37.18,8.78
-3.42,37.21,5.94
-3.29,37.23,9.69
-3.42,37.24,22.61
-3.28,37.24,8.17
-3.25,37.25,8.84
-3.46,37.29,12.36
-3.43,37.29,10.36
-3.33,37.29,6.53
-3.41,37.29,24.94
-3.43,37.29,22.41
-3.4,37.29,23.65
-3.43,37.29,22.86
-3.44,37.29,21.54
-3.4,37.3,13.16
-3.42,37.3,28.82
-3.41,37.3,21.45
-3.44,37.3,13.38
-3.42,37.3,20.17
-3.41,37.3,13.97
-3.41,37.3,22.98
-3.4,37.31,14.77
-3.42,37.31,18.16
-3.27,37.31,15.51
-3.41,37.31,10.05
-3.37,37.42,8.0
-3.48,37.56,4.45
-3.81,37.64,50.54
-4.71,38.11,4.14
-4.78,38.19,6.68
-4.79,38.19,5.74
-4.79,38.2,5.17
-4.8,38.21,7.87
-4.81,38.21,6.44
-4.81,38.22,5.86
-5.73,38.26,5.46
-4.86,38.26,20.55
-4.9,38.27,6.19
-4.42,38.27,26.58
-5.0,38.28,27.5
-5.03,38.29,25.05
-5.61,38.29,17.0
-4.41,38.33,22.56
-5.55,38.33,6.85
-5.06,38.33,24.93
-5.53,38.33,7.7
-5.07,38.34,16.8
-4.97,38.34,6.13
-5.07,38.34,12.63
-5.07,38.34,9.31
-5.62,38.37,4.87
-5.11,38.37,6.72
-4.96,38.39,18.28
-4.52,38.43,19.77
-5.65,38.44,24.58
-5.35,38.46,20.0
-4.9,38.59,27.25
1.39,35.17,25.82
1.33,35.21,3.89
2.9,35.28,61.77
1.4,35.3,25.73
1.41,35.31,19.33
1.97,35.66,234.48
0.27,35.75,4.4
0.39,35.97,37.65
0.25,36.2,38.3
0.52,36.67,25.15
0.77,36.72,21.73
-2.03,36.76,23.56
-1.98,36.78,88.63
-1.79,36.79,62.01
-1.83,36.83,53.12
-0.12,36.85,3.56
0.27,36.92,52.2
2.62,36.93,118.02
0.27,36.94,14.05
0.23,36.95,21.75
2.58,36.97,105.16
0.21,36.98,23.39
0.07,37.02,17.72
0.07,37.03,36.51
0.4,37.05,19.98
0.35,37.06,36.8
-2.57,37.08,43.43
0.37,37.08,38.85
-0.96,37.13,3.23
-2.52,37.15,40.74
-2.45,37.17,41.14
-0.85,37.18,3.49
-1.56,37.24,2.35
-2.6,37.25,39.41
-1.63,37.27,3.78
-0.94,37.27,4.61
1.75,37.28,38.69
-0.66,37.29,2.38
-2.07,37.29,28.74
-2.15,37.32,27.35
-2.75,37.35,29.38
-1.88,37.37,5.24
-1.87,37.37,4.65
-1.87,37.37,4.65
-1.87,37.37,4.65
-1.87,37.37,4.65
-1.38,37.37,3.28
-1.37,37.37,2.7
-2.12,37.45,3.67
-0.55,37.45,3.9
-0.74,37.51,3.55
-0.76,37.52,3.31
-2.78,37.52,1.79
-2.78,37.52,1.79
-0.62,37.55,3.25
-0.61,37.55,2.75
-2.18,37.57,20.98
-0.96,37.6,3.14
-1.62,37.62,5.17
-0.58,37.62,3.21
-2.62,37.62,24.79
-1.82,37.62,3.18
-0.56,37.64,3.35
-0.69,37.64,3.49
-1.85,37.67,3.87
-0.45,37.7,4.34
-0.45,37.7,2.81
-0.64,37.7,3.8
-0.45,37.7,2.81
-2.51,37.71,46.97
-0.72,37.73,3.51
-2.8,37.75,34.03
-1.62,37.75,3.23
-0.45,37.77,3.63
-0.61,37.77,3.2
-1.84,37.78,2.88
-0.32,37.79,5.74
-0.46,37.79,2.78
-0.17,37.79,2.67
-0.47,37.8,1.59
-0.44,37.81,2.4
-0.07,37.86,3.6
-0.22,37.86,22.26
-0.22,37.86,22.26
-0.34,37.86,37.28
-1.87,37.87,2.57
-1.87,37.87,2.57
-1.87,37.87,2.57
-0.47,37.87,1.91
2.18,37.88,47.53
-0.12,37.89,20.35
-2.71,37.89,37.92
-1.0,37.89,57.67
2.12,37.9,37.27
-1.76,37.9,46.91
-0.47,37.91,43.23
-0.67,37.92,45.53
-0.48,37.93,29.55
2.3,37.95,67.15
-1.0,37.96,69.92
-1.88,37.97,48.69
-0.15,37.97,41.19
-0.32,37.97,42.64
-0.64,37.98,55.85
-2.85,37.99,29.57
-1.63,38.12,33.7
-1.63,38.12,30.85
-1.63,38.12,29.5
-1.63,38.12,28.13
-1.63,38.12,35.88
-1.62,38.12,34.66
0.27,38.21,47.65
-2.07,38.24,49.35
-0.23,38.24,76.48
0.27,38.25,15.23
-2.38,38.28,16.16
-2.2,38.28,40.12
-1.87,38.37,56.07
-1.87,38.37,53.29
-1.87,38.37,51.5
-1.87,38.37,51.5
-0.58,38.38,25.03
-0.58,38.39,33.42
-0.58,38.39,32.43
-0.77,38.42,59.25
-3.0,38.5,34.82
-3.68,38.52,25.61
-3.27,38.52,51.87
-3.65,38.54,40.49
-3.3,38.55,56.02
-2.97,38.56,28.8
-2.95,38.6,79.19
-3.33,38.61,46.69
-2.7,38.8,38.48
-3.38,38.83,33.92
-3.08,38.87,44.63
-3.74,38.94,61.84
-2.85,38.95,82.45
-3.2,38.98,100.37
-4.11,39.02,69.87
-0.71,39.05,29.15
-3.23,39.08,119.09
-3.37,39.1,65.05
-4.1,39.13,28.42
-4.13,39.15,31.65
-3.1,39.17,110.97
-4.02,39.18,22.53
-4.16,39.25,49.98
-4.1,39.25,59.23
-4.02,39.25,51.54
-4.12,39.27,39.77
-3.54,39.46,14.65
-3.42,39.51,37.0
-0.49,39.52,166.31
-3.22,39.53,49.07
-3.27,39.58,35.92
-0.43,39.66,104.54
-0.4,39.74,89.84
-1.85,37.67,3.04
-3.31,36.63,34.46
-3.31,36.63,35.91
-3.32,37.56,39.85
-3.37,37.64,6.13
-3.74,37.74,79.65
-4.37,38.15,22.49
-4.72,38.15,18.32
-4.69,38.21,43.01
-4.83,38.22,8.08
-4.82,38.22,8.97
-4.82,38.22,9.99
-4.81,38.23,8.2
-4.81,38.23,8.12
-4.84,38.24,8.1
-4.84,38.24,7.44
-4.84,38.24,8.87
-4.84,38.24,8.87
-4.83,38.25,6.17
-4.83,38.25,6.42
-4.1,38.26,23.44
-4.86,38.26,35.38
-4.88,38.28,34.04
-4.91,38.29,8.09
-4.91,38.29,13.6
-4.88,38.29,44.27
-4.5,38.39,40.59
-4.58,38.39,31.84
-4.54,38.41,36.96
-4.55,38.41,24.29
-4.61,38.42,54.32
-4.63,38.43,78.68
-4.39,38.43,34.9
-4.64,38.48,52.08
-4.78,38.5,105.13
-4.66,38.52,67.83
-4.95,38.55,13.63
-4.95,38.56,21.76
-4.68,38.56,72.14
-4.75,38.6,41.22
-4.94,38.61,9.47
-4.81,38.72,7.56
-4.82,38.74,12.32
-5.02,38.81,21.44
-4.92,38.85,36.87
-0.18,37.26,17.52
-0.16,37.29,48.31
-4.45,39.15,22.24
-4.58,39.17,7.07
-4.2,39.2,28.66
-4.22,39.22,20.85
-4.27,39.25,18.17
-4.43,39.28,11.86
-4.33,39.37,16.26
-4.37,39.45,15.6
-3.55,39.47,8.5
-4.32,39.48,12.94
-3.82,39.48,2.57
-3.84,39.5,1.9
-3.73,39.55,15.42
-4.23,39.6,21.27
-3.78,39.64,12.97
-3.49,39.69,2.6
-3.78,39.72,16.93
-3.47,39.75,2.02
-3.35,39.92,11.82
-3.32,39.94,8.29
-3.24,39.98,16.38
0.11,42.64,14.4
0.08,42.65,25.39
0.07,42.65,25.73
0.13,42.65,19.36
0.05,42.65,23.94
0.1,42.65,9.91
0.09,42.65,16.67
0.09,42.66,17.85
0.1,42.66,10.83
