latitude,longitude,tovr
42.39,-75.09,29.97
42.29,-74.65,93.04
42.46,-76.46,41.73
42.46,-76.46,51.56
42.46,-76.46,33.72
42.46,-76.46,37.04
41.14,-78.55,16.48
41.14,-78.58,83.77
41.13,-78.58,57.72
41.14,-78.59,111.38
41.13,-78.42,45.47
41.12,-78.44,37.48
41.13,-78.45,261.16
41.14,-78.43,17.36
41.06,-78.58,85.57
41.22,-77.75,22.94
41.23,-77.77,40.5
41.24,-77.78,19.38
41.34,-76.23,323.76
41.32,-76.26,16.98
41.33,-76.26,81.64
41.36,-76.26,108.06
41.55,-76.86,141.85
41.57,-76.86,82.32
41.58,-76.84,25.2
41.58,-76.85,33.26
41.48,-76.82,20.32
41.48,-76.83,41.05
41.48,-76.82,29.19
41.48,-76.84,116.18
41.45,-76.85,21.36
41.45,-76.85,13.8
41.46,-76.84,48.0
41.57,-76.82,41.73
41.66,-77.76,26.76
41.67,-77.77,47.13
41.67,-77.77,46.18
41.36,-76.37,23.9
41.35,-76.39,116.95
41.36,-76.36,32.5
41.34,-76.36,317.63
41.95,-76.5,15.71
42.4,-74.93,25.3
42.4,-74.92,219.2
41.23,-75.04,38.38
41.24,-75.04,19.63
42.26,-78.53,33.06
42.28,-78.36,32.61
42.02,-78.67,13.79
42.18,-78.88,62.79
42.42,-75.11,22.58
42.42,-75.11,54.54
42.57,-74.93,75.41
42.57,-75.28,101.13
42.55,-75.27,34.09
42.49,-75.12,76.29
42.49,-75.12,36.09
42.56,-75.13,62.63
42.77,-74.72,63.82
42.41,-74.52,36.27
42.38,-74.83,44.36
42.39,-74.83,14.73
42.38,-74.83,30.71
42.33,-74.78,17.83
42.23,-74.76,89.39
41.33,-75.02,34.74
41.29,-75.03,33.6
42.05,-78.56,24.53
42.05,-78.56,27.99
42.0,-78.72,47.32
42.05,-78.73,62.18
42.03,-78.45,24.77
42.02,-78.44,35.52
42.02,-78.47,26.7
42.02,-78.47,21.02
42.23,-78.48,35.14
42.21,-78.71,17.64
42.38,-74.46,65.99
43.88,-121.42,35.35
42.12,-122.17,33.72
42.19,-122.08,47.49
42.35,-121.97,45.2
42.35,-121.98,38.21
42.28,-121.75,65.24
42.3,-121.75,95.28
42.34,-121.4,244.92
42.31,-120.9,106.14
45.63,-121.56,18.26
45.65,-121.56,22.77
45.68,-121.53,18.41
45.51,-121.59,98.73
45.53,-121.6,54.94
45.67,-121.58,57.2
45.66,-121.59,28.64
45.65,-121.54,21.79
45.65,-121.51,13.35
45.52,-121.6,58.45
45.59,-121.23,20.78
45.57,-121.21,17.75
45.35,-121.33,65.41
45.34,-121.26,24.34
45.63,-121.64,61.16
45.77,-121.3,48.3
45.8,-121.34,41.37
45.97,-121.37,120.87
45.99,-121.35,96.2
45.75,-121.13,81.86
45.74,-121.11,120.57
41.81,-122.51,45.55
41.98,-122.48,32.78
41.97,-120.72,172.11
41.8,-122.45,90.89
45.91,-121.03,19.39
45.92,-120.99,17.97
45.95,-120.91,20.83
45.97,-121.59,237.87
45.97,-120.67,354.8
46.03,-121.61,57.98
42.16,-121.49,78.21
42.31,-121.58,40.54
42.14,-121.47,54.71
42.23,-121.49,68.73
42.66,-121.98,57.43
42.15,-121.46,114.65
42.2,-121.45,56.18
42.12,-121.72,47.73
42.12,-121.74,36.71
42.15,-121.67,32.06
42.08,-121.69,60.79
42.04,-121.82,851.11
42.68,-121.95,18.45
42.68,-121.95,22.89
42.69,-121.95,22.76
42.69,-121.95,22.17
42.7,-121.95,25.5
42.7,-121.95,19.41
42.79,-122.0,30.99
42.65,-121.88,30.51
42.6,-121.88,34.92
42.76,-121.78,9.19
42.71,-121.96,22.15
42.77,-122.03,38.93
42.7,-121.88,13.58
42.68,-121.95,15.61
41.41,-120.79,60.47
41.47,-120.85,43.77
41.56,-120.46,45.64
41.45,-120.45,9.66
41.29,-120.55,370.08
41.56,-120.39,62.13
41.56,-120.4,56.01
41.84,-120.33,61.28
42.09,-120.34,95.54
41.75,-120.42,51.66
41.56,-120.4,8.94
41.56,-120.4,10.66
41.21,-120.27,56.38
41.21,-120.22,123.09
41.66,-120.73,76.97
41.65,-120.72,15.54
41.66,-120.41,19.74
41.47,-121.16,66.49
41.55,-120.97,89.08
41.56,-121.03,200.98
41.53,-121.01,112.63
41.46,-120.87,9.07
41.47,-120.68,33.05
41.2,-120.41,52.4
41.93,-122.1,12.47
41.92,-121.94,19.11
45.96,-121.3,245.42
46.04,-121.43,145.1
45.99,-121.29,11.82
45.93,-121.3,49.74
45.96,-121.29,40.56
45.97,-121.29,25.78
45.92,-121.24,34.72
42.18,-120.65,51.77
42.02,-120.51,22.22
42.2,-120.48,67.91
41.62,-121.39,35.24
41.4,-121.36,147.23
41.84,-122.03,53.05
41.89,-122.02,63.31
41.89,-122.02,181.42
41.92,-121.94,36.38
41.92,-121.94,62.09
41.86,-121.74,37.1
41.85,-121.56,486.26
41.97,-121.75,223.39
42.0,-121.61,77.7
41.94,-121.27,68.57
40.76,-120.81,124.4
40.75,-120.39,171.98
45.74,-121.17,100.18
45.74,-121.17,102.55
45.76,-121.18,47.34
41.01,-121.45,50.18
41.12,-121.04,38.11
41.14,-120.95,93.89
41.18,-121.15,39.45
44.48,-121.67,42.81
44.45,-121.69,48.55
43.88,-121.42,27.85
45.92,-120.58,42.58
45.96,-120.61,47.88
45.75,-121.43,60.85
45.91,-121.54,60.35
45.89,-121.0,47.7
46.0,-121.42,58.23
45.9,-121.41,16.26
45.92,-120.78,22.59
45.99,-121.36,103.92
44.48,-121.67,22.97
44.52,-121.67,47.62
43.53,-121.46,12.55
40.62,-120.61,117.68
42.18,-120.2,183.13
42.3,-120.16,127.01
42.3,-120.16,254.09
42.72,-120.76,204.52
46.24,-121.21,155.75
46.24,-121.21,97.07
46.37,-121.09,123.95
46.48,-120.97,72.31
46.47,-120.96,68.69
46.91,-120.93,131.37
41.85,-121.56,604.19
41.92,-121.94,17.81
44.69,-121.38,33.88
46.67,-121.04,158.13
46.67,-121.17,36.6
46.7,-121.1,87.05
46.8,-121.07,43.19
46.89,-121.05,46.31
46.91,-121.12,12.28
46.96,-121.11,50.69
46.97,-121.22,27.55
46.98,-121.03,55.38
47.25,-120.37,135.43
43.83,-121.44,23.16
43.83,-121.48,26.53
43.82,-121.46,18.59
46.62,-121.14,56.47
46.87,-121.2,394.53
41.09,-121.55,145.53
41.92,-121.95,63.36
44.49,-121.63,95.08
42.45,-100.93,20.48
42.45,-100.94,10.07
41.02,-100.74,23.18
42.01,-102.99,46.35
42.23,-98.48,37.05
42.42,-98.84,13.77
42.34,-99.36,7.69
41.77,-102.77,22.25
42.33,-98.85,10.77
42.42,-98.85,10.52
42.42,-98.85,7.63
42.33,-99.53,12.1
40.55,-100.85,17.19
42.33,-98.83,6.87
42.24,-98.75,11.62
42.22,-98.79,31.02
40.54,-100.83,33.66
42.31,-98.83,9.25
42.16,-98.58,6.57
40.57,-100.83,58.98
42.4,-98.85,8.91
42.34,-99.47,7.36
41.64,-101.69,23.16
41.76,-102.71,20.97
41.74,-100.11,12.06
42.14,-99.88,12.02
42.14,-99.88,25.95
42.34,-99.48,16.52
42.16,-98.69,12.13
41.66,-99.82,34.36
41.73,-101.71,19.97
42.2,-100.53,13.74
42.3,-100.54,14.53
42.34,-99.48,9.53
41.76,-102.81,32.36
42.05,-102.88,23.85
41.8,-102.68,23.42
41.67,-99.82,21.69
41.94,-102.76,13.39
42.26,-102.77,88.93
42.1,-98.64,13.88
42.71,-99.86,25.98
42.58,-99.48,8.3
42.52,-99.54,24.44
42.34,-99.48,18.78
42.65,-99.52,15.51
42.02,-102.41,71.82
42.05,-102.4,9.21
42.03,-102.39,25.69
42.25,-102.44,159.01
42.24,-102.44,18.82
42.34,-102.44,7.42
42.26,-102.43,44.34
42.18,-102.44,51.72
42.19,-102.44,20.55
42.07,-102.41,82.05
42.08,-102.4,30.3
42.29,-102.46,13.97
42.56,-99.8,45.3
42.56,-99.89,51.19
42.5,-99.86,18.75
42.77,-100.96,11.48
42.47,-98.81,12.22
42.7,-99.46,24.57
41.82,-100.13,14.39
42.58,-99.75,78.0
42.8,-100.92,27.8
42.82,-100.86,31.83
42.51,-99.75,37.68
41.96,-99.59,136.2
42.78,-101.05,9.72
42.81,-100.91,41.65
42.98,-101.33,595.52
42.65,-101.36,97.46
42.43,-101.21,44.04
42.8,-101.06,12.27
42.05,-99.86,8.01
41.88,-99.86,10.94
41.96,-100.02,14.65
41.81,-99.99,9.12
41.81,-100.18,12.36
42.45,-100.94,11.36
42.45,-100.94,19.55
42.92,-100.86,22.59
42.54,-101.16,361.2
42.23,-102.36,70.61
42.83,-100.99,23.16
42.89,-101.95,191.58
42.89,-101.94,98.09
42.89,-101.96,158.33
42.69,-101.43,84.01
42.69,-101.43,77.55
42.68,-101.43,83.52
41.52,-102.22,7.55
41.98,-101.76,171.76
41.83,-101.68,20.46
42.51,-100.93,21.87
42.43,-100.81,6.38
42.86,-101.87,13.09
42.49,-101.71,261.6
42.62,-100.71,9.52
42.84,-101.34,31.36
42.83,-100.94,41.3
42.23,-102.44,11.72
47.27,-98.44,148.87
48.98,-102.05,166.71
48.8,-101.73,129.56
46.08,-97.63,191.62
46.17,-97.65,123.7
47.09,-97.79,129.01
48.85,-98.39,138.16
48.87,-98.41,149.69
45.99,-98.23,49.53
48.9,-101.54,170.54
48.94,-101.58,113.66
47.26,-97.77,103.25
47.46,-98.31,34.87
47.49,-98.3,36.74
47.81,-98.35,49.33
47.8,-98.37,47.16
48.86,-102.54,198.75
48.69,-102.29,139.47
48.61,-101.84,91.03
48.65,-102.19,124.07
48.71,-101.84,100.72
48.67,-102.16,120.8
48.65,-102.14,118.46
48.88,-102.24,216.94
47.7,-100.04,127.78
47.69,-100.05,117.49
48.81,-101.08,100.27
48.81,-100.71,724.68
48.84,-100.73,351.8
48.82,-100.74,335.81
48.82,-100.73,192.06
46.7,-98.27,49.75
46.78,-98.27,117.04
46.01,-98.22,96.89
46.33,-97.64,116.26
46.08,-97.63,137.1
46.08,-97.57,156.77
48.82,-101.01,197.18
48.95,-101.66,103.56
47.69,-100.01,121.54
47.69,-100.05,121.32
48.57,-100.36,42.92
48.57,-100.36,99.62
48.57,-100.39,36.98
48.57,-100.39,40.0
48.79,-101.15,146.32
48.6,-100.32,86.56
48.61,-100.35,87.15
48.02,-98.31,122.84
48.05,-98.34,187.99
48.78,-101.72,140.69
48.81,-101.71,107.11
48.85,-101.08,80.72
45.94,-97.81,243.97
45.95,-97.86,88.7
48.78,-102.17,115.63
48.72,-102.33,165.8
48.84,-102.33,112.42
48.69,-102.12,163.05
48.69,-102.29,109.55
48.65,-102.19,87.9
46.08,-97.62,295.69
46.45,-98.37,25.35
46.43,-97.91,63.91
46.41,-97.92,71.01
48.77,-101.92,116.63
48.76,-101.59,125.16
48.82,-101.75,124.14
48.76,-101.53,103.96
48.9,-101.55,251.19
48.79,-101.66,173.63
46.1,-97.53,118.58
46.27,-97.84,23.22
47.24,-97.78,192.26
47.23,-97.77,148.39
48.76,-101.59,129.81
46.08,-97.63,167.89
46.16,-97.67,143.2
48.82,-101.11,91.02
48.82,-101.09,104.55
48.94,-101.59,145.61
48.92,-101.61,164.22
48.42,-101.89,180.73
48.43,-101.88,204.04
47.72,-99.21,62.66
47.7,-98.8,204.28
45.48,-96.08,172.51
45.76,-95.92,132.44
45.18,-98.49,113.1
45.18,-98.49,158.9
45.18,-98.49,85.83
44.75,-98.92,177.66
44.6,-98.92,189.37
44.65,-98.93,125.48
44.75,-98.89,34.29
45.11,-98.66,45.15
45.11,-98.69,45.34
43.23,-97.78,105.44
43.23,-97.85,131.8
45.01,-96.9,93.96
45.03,-96.9,79.16
44.74,-98.85,117.75
44.6,-98.93,173.69
44.64,-98.93,149.5
44.58,-98.87,88.96
44.85,-97.04,28.92
45.1,-97.14,71.76
44.9,-97.3,118.97
44.9,-97.26,140.7
45.04,-97.12,54.79
45.0,-97.09,118.43
45.19,-98.47,102.65
45.11,-98.7,104.97
44.71,-98.75,66.08
44.7,-98.75,130.01
44.79,-98.38,152.48
45.08,-98.5,149.02
45.18,-98.47,115.97
44.75,-98.89,52.15
44.58,-98.91,176.89
44.62,-98.86,116.11
45.1,-98.66,66.37
43.65,-96.94,73.69
43.69,-96.99,107.82
44.83,-97.12,86.39
45.1,-97.19,78.56
44.58,-98.94,146.9
44.63,-98.85,177.46
44.88,-97.21,215.31
45.04,-97.18,216.19
44.91,-97.46,59.87
43.79,-97.09,73.94
43.83,-97.08,110.57
44.82,-97.46,110.08
45.11,-97.37,87.18
44.24,-97.12,95.77
43.8,-97.11,90.96
43.72,-97.12,128.36
43.53,-98.2,170.63
45.19,-98.47,217.27
45.11,-98.69,64.62
44.99,-97.01,65.96
45.03,-97.02,50.93
44.84,-97.03,37.54
44.87,-97.03,17.04
44.12,-97.0,182.46
44.04,-96.95,227.75
44.71,-99.29,72.12
44.58,-99.27,75.81
43.52,-96.65,129.65
45.4,-98.42,176.01
45.46,-98.23,148.78
45.35,-98.33,128.75
45.92,-97.84,47.49
45.41,-98.42,196.33
45.76,-98.11,66.16
45.37,-98.45,104.18
47.77,-99.15,62.13
47.77,-99.23,28.85
47.72,-99.21,141.13
47.74,-99.0,262.89
47.71,-98.59,130.29
47.66,-98.52,298.57
47.7,-99.18,16.17
47.71,-99.04,3.81
47.69,-98.96,24.95
47.72,-98.95,27.35
46.28,-98.25,152.05
46.63,-97.69,202.52
46.63,-97.69,147.31
46.63,-97.69,143.76
48.74,-100.29,204.06
48.72,-100.64,398.56
48.58,-100.25,32.67
48.37,-100.84,29.66
47.92,-97.88,96.81
48.9,-100.45,87.16
48.93,-100.32,156.48
48.96,-100.51,113.34
48.89,-100.89,196.24
47.71,-97.8,151.52
48.99,-100.5,975.12
48.97,-100.2,1469.92
48.98,-100.45,889.41
48.95,-100.48,671.17
48.05,-98.91,198.11
48.11,-98.82,155.54
48.54,-102.02,228.98
47.93,-98.38,138.08
47.93,-98.38,180.5
48.76,-98.71,285.34
48.76,-98.71,260.21
48.76,-98.71,339.91
48.59,-98.05,198.43
48.55,-97.94,93.51
48.99,-98.13,88.28
48.91,-98.26,180.95
48.62,-98.06,251.89
48.62,-98.06,419.39
48.61,-98.06,235.95
48.6,-98.06,214.56
48.77,-98.46,371.57
48.77,-98.46,161.7
48.72,-98.26,149.26
48.65,-98.47,167.24
48.55,-100.83,167.82
48.14,-98.33,136.14
48.16,-98.34,183.43
45.77,-98.02,110.4
45.52,-98.16,99.79
45.66,-98.7,45.19
45.53,-98.14,139.17
45.5,-98.29,107.23
45.56,-98.09,142.16
45.52,-98.15,276.74
45.44,-98.31,361.99
48.55,-100.49,318.13
48.47,-100.47,28.72
48.39,-100.38,31.09
48.37,-100.46,34.79
48.41,-100.84,106.59
48.89,-101.93,278.16
47.92,-98.02,551.64
47.92,-98.02,856.03
47.92,-98.02,487.88
47.92,-98.02,642.43
47.92,-98.02,306.97
47.92,-98.01,389.54
47.92,-98.0,623.57
47.92,-98.02,691.49
47.92,-98.02,499.01
47.92,-98.01,169.17
47.92,-98.02,124.22
47.92,-98.02,609.37
47.92,-98.02,85.29
47.92,-98.02,61.19
44.11,-96.59,47.34
44.53,-96.46,87.72
48.24,-99.76,150.76
48.23,-99.74,184.5
48.23,-99.74,150.15
48.23,-99.74,186.67
48.23,-99.75,97.02
48.23,-99.75,37.38
45.25,-97.99,93.77
45.02,-97.92,66.36
44.96,-97.9,45.64
44.76,-97.75,88.76
44.77,-97.76,64.25
45.01,-97.85,158.75
44.56,-96.87,98.59
44.58,-96.76,47.5
44.56,-96.86,74.74
44.72,-97.57,174.83
44.97,-97.95,110.69
44.94,-97.74,661.24
44.74,-97.53,53.3
45.03,-97.61,49.82
44.6,-96.54,80.0
44.61,-96.83,152.0
45.52,-97.54,75.28
45.52,-97.54,62.37
44.36,-97.27,119.42
44.46,-97.37,75.18
44.46,-97.21,111.1
46.6,-97.98,128.37
46.44,-97.91,116.63
47.25,-97.47,189.25
47.44,-97.65,198.78
47.29,-97.62,194.8
47.32,-98.19,103.23
47.27,-98.29,130.53
47.6,-98.4,76.55
47.61,-98.32,98.68
44.86,-97.54,61.88
48.95,-102.79,390.27
48.96,-103.03,266.81
45.3,-97.29,29.3
45.46,-97.85,163.65
44.54,-96.87,79.9
44.51,-96.98,30.33
44.51,-96.98,33.84
44.51,-96.98,32.64
44.51,-96.98,44.81
44.51,-96.98,35.49
44.51,-96.98,51.34
44.51,-96.98,50.67
44.51,-96.98,52.85
44.51,-96.98,59.82
44.51,-96.98,80.14
44.51,-96.98,57.32
44.51,-96.98,56.49
44.51,-96.98,60.28
44.51,-96.98,49.96
44.51,-96.98,53.73
46.35,-97.69,88.91
46.35,-97.69,125.03
44.86,-97.6,50.52
44.8,-97.62,120.57
45.16,-97.48,77.07
45.15,-97.5,113.2
44.69,-99.42,128.08
44.69,-99.42,140.12
44.69,-99.42,118.63
44.69,-99.42,130.8
44.4,-97.31,214.06
44.49,-97.48,170.34
44.46,-97.21,99.25
44.37,-97.17,110.39
44.46,-97.21,55.53
44.46,-97.37,113.35
48.91,-103.05,74.87
48.97,-102.8,323.85
46.07,-98.09,100.5
46.07,-98.09,85.7
45.68,-95.81,73.3
44.53,-99.49,176.85
44.53,-99.51,82.24
48.95,-102.98,174.4
48.95,-102.98,123.54
48.95,-102.98,161.56
48.95,-102.98,147.31
48.95,-102.98,305.1
48.95,-102.98,89.29
48.86,-103.05,165.29
48.86,-103.05,101.98
43.04,-96.98,274.57
44.31,-96.67,110.41
44.93,-98.34,122.03
48.75,-98.34,95.04
48.75,-98.35,99.59
48.75,-98.35,154.78
48.75,-98.34,147.72
48.75,-98.35,229.84
48.76,-98.35,74.11
44.66,-98.14,90.65
44.68,-98.17,110.33
44.85,-98.33,74.55
44.97,-98.33,76.7
44.93,-98.32,69.77
45.23,-98.05,50.99
44.67,-98.12,164.71
45.19,-98.33,52.91
44.68,-98.16,107.88
44.33,-96.93,275.29
44.43,-96.85,92.95
44.34,-96.74,67.58
44.43,-96.87,123.27
44.22,-96.46,89.06
44.31,-96.88,162.01
43.04,-96.95,144.48
42.85,-96.97,150.39
44.27,-96.92,138.59
46.91,-98.93,43.85
48.91,-98.93,120.45
46.91,-98.93,65.35
46.91,-98.93,88.67
46.91,-98.93,94.68
46.91,-98.93,60.29
43.8,-97.11,101.11
44.42,-96.73,124.71
44.41,-96.9,33.18
44.5,-96.89,48.3
44.4,-96.9,116.51
47.77,-98.95,51.96
47.73,-98.88,56.76
47.73,-98.97,23.74
47.73,-98.97,22.83
47.68,-99.02,50.82
45.43,-98.64,49.67
45.78,-98.64,156.74
44.74,-98.56,34.45
44.97,-98.71,58.95
44.66,-98.48,33.48
44.66,-98.43,28.24
45.04,-98.71,284.18
48.31,-99.54,105.0
48.31,-99.54,80.46
48.31,-99.54,61.65
46.17,-97.9,55.47
46.28,-97.78,137.85
46.28,-97.79,147.62
44.09,-96.15,19.2
44.05,-96.38,107.85
44.14,-96.08,157.32
44.18,-96.17,293.57
44.16,-96.17,142.62
44.18,-96.19,358.22
44.19,-96.43,55.23
44.53,-96.07,134.39
44.37,-96.04,594.04
44.34,-95.9,1502.35
44.35,-96.05,80.8
44.53,-96.07,76.43
44.36,-96.08,131.92
44.35,-96.06,160.33
44.22,-95.94,205.7
44.36,-96.08,342.77
45.86,-95.9,342.32
45.87,-96.06,594.15
45.94,-95.96,993.68
44.35,-95.89,514.43
44.26,-95.94,423.56
44.3,-95.93,116.68
44.44,-95.87,102.15
44.32,-96.01,220.34
44.42,-95.89,66.92
44.38,-95.98,45.44
44.05,-96.29,37.55
44.37,-95.77,103.3
44.09,-96.13,83.8
44.14,-96.12,48.44
44.27,-96.0,41.31
45.59,-95.92,17.62
45.6,-95.92,90.09
44.66,-96.4,222.89
44.67,-96.44,102.97
44.67,-96.44,180.86
44.73,-96.45,43.73
44.68,-96.24,158.12
44.14,-95.98,225.05
44.15,-95.82,88.13
44.18,-95.68,978.75
45.69,-96.59,536.84
45.63,-96.64,697.2
45.72,-96.64,145.64
45.72,-96.64,422.25
45.65,-96.64,280.11
45.66,-96.64,409.39
45.64,-96.64,339.0
45.67,-96.59,197.72
45.67,-96.6,343.51
45.67,-96.6,157.65
45.7,-96.61,296.25
45.7,-96.61,551.2
45.68,-96.59,439.19
45.68,-96.59,608.95
45.68,-96.59,558.2
45.6,-96.3,254.94
45.6,-96.3,138.98
45.7,-96.65,188.96
45.7,-96.65,617.97
45.7,-96.65,206.02
45.64,-96.67,117.79
45.64,-96.67,327.87
45.64,-96.67,302.69
45.65,-96.64,552.7
45.65,-96.64,159.87
45.65,-96.64,286.79
45.62,-96.75,403.31
45.61,-96.64,390.69
45.61,-96.64,379.56
45.61,-96.64,220.42
45.61,-96.64,156.28
45.65,-96.64,648.96
45.65,-96.64,505.13
45.65,-96.64,303.82
45.65,-96.64,341.79
45.65,-96.64,171.1
44.98,-96.43,110.33
45.14,-96.32,11.9
45.18,-96.19,218.81
45.18,-96.19,187.79
45.69,-95.8,89.32
45.68,-95.8,140.85
53.41,-113.68,12.86
53.51,-113.8,137.98
53.76,-112.97,192.81
53.92,-112.19,108.42
53.78,-113.04,82.56
53.62,-112.27,148.48
53.32,-113.66,148.93
53.46,-113.66,327.81
53.72,-113.46,194.13
53.54,-113.29,114.59
53.49,-113.29,94.73
49.74,-110.25,74.04
49.75,-110.24,479.6
49.79,-110.04,194.23
52.45,-113.99,201.62
52.45,-113.99,167.79
52.45,-113.99,203.68
53.65,-112.15,15.99
53.77,-112.2,369.46
53.75,-112.03,91.26
53.77,-111.75,28.7
53.78,-111.77,43.31
53.82,-111.68,91.42
53.59,-110.79,188.02
53.58,-110.98,34.06
53.7,-110.8,151.87
53.7,-110.92,24.41
53.6,-110.97,68.5
53.58,-110.8,52.14
53.7,-111.95,83.98
53.65,-111.92,191.91
52.44,-113.74,80.61
53.11,-112.98,227.35
49.24,-101.0,42.73
49.28,-101.01,230.61
49.37,-101.0,83.42
49.04,-100.18,45.92
50.08,-102.81,143.93
49.38,-101.11,55.99
49.34,-100.66,22.91
49.07,-100.76,18.78
49.24,-100.6,96.55
49.27,-100.83,13.4
49.35,-100.67,35.23
49.2,-100.76,256.02
49.24,-101.37,190.18
49.24,-101.37,247.28
49.35,-100.53,376.57
49.36,-100.9,23.41
49.26,-101.36,83.34
49.24,-101.36,30.37
49.32,-101.1,1170.83
49.48,-100.62,31.48
49.53,-100.29,17.64
49.3,-100.62,28.48
49.48,-100.62,46.13
49.48,-100.62,175.06
49.47,-100.54,44.74
49.48,-100.47,49.89
49.53,-100.3,66.96
49.35,-101.64,63.2
49.16,-101.05,1058.94
49.11,-101.2,120.77
49.2,-101.19,160.41
49.1,-100.08,23.1
49.18,-100.47,23.75
49.16,-100.48,68.64
49.1,-100.09,24.14
49.1,-100.09,17.17
49.06,-100.31,65.1
49.13,-100.36,3.63
49.09,-100.55,128.18
49.26,-100.17,34.36
49.1,-100.09,44.43
49.09,-100.11,65.58
49.25,-100.96,87.83
49.24,-100.47,33.33
49.23,-100.53,164.12
49.0,-101.0,138.34
49.1,-100.55,172.7
49.35,-100.67,7.0
49.34,-100.67,63.3
49.08,-100.93,178.29
49.13,-100.64,27.21
49.21,-100.58,174.07
49.21,-100.58,54.98
49.25,-101.14,117.22
49.1,-100.98,228.61
49.35,-100.94,19.91
49.21,-100.58,45.88
49.21,-100.31,201.93
49.18,-100.28,45.96
49.25,-101.05,84.44
49.21,-100.19,116.96
49.23,-100.53,40.56
49.13,-100.54,5.5
49.3,-100.2,241.98
49.9,-99.33,47.58
49.58,-101.21,62.64
49.58,-101.21,28.23
49.58,-101.21,49.63
49.67,-99.92,246.17
49.8,-99.95,54.83
49.69,-99.89,14.8
49.9,-99.81,72.99
49.93,-99.92,129.4
49.92,-99.93,120.71
49.86,-99.82,227.78
49.87,-99.84,56.5
49.82,-99.65,103.11
49.9,-99.93,83.97
49.98,-99.77,43.02
49.84,-100.08,234.01
49.87,-100.13,200.68
49.96,-100.12,392.85
49.92,-100.21,11.76
49.9,-100.0,138.53
50.22,-99.5,112.73
50.21,-99.43,120.41
50.2,-99.43,131.74
50.24,-99.42,53.31
50.2,-99.46,16.99
50.24,-99.48,46.22
49.88,-99.85,66.1
49.43,-98.52,66.1
49.37,-98.44,53.65
49.46,-98.46,93.46
49.2,-98.36,4.79
49.2,-98.25,104.74
49.55,-99.35,132.03
49.55,-99.26,335.18
49.87,-99.37,83.75
49.9,-99.33,47.58
49.94,-99.59,12.33
49.89,-99.64,76.74
49.89,-99.57,48.24
49.91,-99.45,167.73
49.24,-99.45,27.39
49.19,-99.37,18.02
49.14,-99.35,141.41
49.18,-99.14,597.96
49.27,-99.19,24.7
49.31,-99.58,137.29
49.25,-99.47,15.99
49.26,-99.4,226.88
49.3,-99.54,138.07
49.21,-99.43,16.71
49.25,-99.49,275.49
49.28,-99.53,143.67
49.19,-99.68,92.8
49.18,-99.63,49.32
49.18,-99.63,8.54
49.17,-99.73,22.46
49.19,-99.71,65.85
49.18,-99.76,23.03
49.62,-100.92,249.58
49.62,-100.93,86.94
49.63,-100.94,78.41
49.77,-98.71,47.04
49.76,-98.7,212.27
49.74,-98.72,29.07
49.77,-98.58,38.01
49.82,-98.71,36.04
49.8,-98.74,20.45
49.73,-98.55,85.62
49.82,-98.74,39.06
49.74,-98.54,52.55
49.85,-98.89,180.03
49.92,-99.33,70.8
49.9,-99.0,31.78
49.86,-99.96,355.52
49.82,-99.91,141.09
49.82,-99.9,312.84
49.83,-99.82,285.43
49.93,-99.18,79.56
49.97,-99.15,73.25
49.95,-99.2,14.44
49.9,-99.22,81.62
49.67,-99.15,44.53
49.74,-99.25,46.56
49.64,-99.08,49.28
49.01,-98.14,31.68
49.05,-98.18,21.12
49.07,-98.2,100.11
49.05,-98.15,14.06
49.07,-98.23,34.1
50.76,-101.29,46.45
50.77,-101.32,46.24
50.8,-101.3,50.89
50.8,-101.26,44.33
50.74,-101.3,138.16
50.78,-101.25,178.24
50.26,-99.85,120.68
50.25,-99.83,85.35
50.14,-99.44,19.99
50.15,-99.45,170.37
50.14,-99.43,113.48
50.16,-99.45,86.3
49.64,-100.26,21.48
49.61,-100.23,218.66
49.86,-100.9,35.1
49.58,-99.7,76.48
49.64,-98.55,78.6
49.65,-98.51,36.28
49.65,-98.73,31.36
49.62,-98.73,0.81
49.61,-98.7,82.04
49.16,-98.56,103.37
49.34,-98.21,56.79
49.24,-98.35,53.23
49.36,-98.64,29.85
49.38,-98.43,21.05
49.36,-98.64,145.26
50.64,-101.28,54.65
50.62,-101.28,57.02
49.37,-98.53,86.0
49.37,-98.5,130.7
49.22,-98.36,91.89
49.18,-98.36,137.35
49.33,-98.24,98.93
49.25,-98.21,27.63
49.25,-98.37,3.54
49.25,-98.27,37.87
50.47,-100.71,18.1
49.46,-98.91,78.97
49.46,-98.91,78.52
49.35,-98.78,217.86
49.38,-98.81,90.56
49.48,-98.61,45.59
49.46,-98.6,91.44
49.42,-98.61,76.48
49.44,-98.88,50.01
49.4,-98.66,105.07
49.41,-98.9,125.46
49.47,-98.88,47.46
49.43,-98.71,42.69
49.39,-99.02,41.55
49.39,-99.01,38.87
49.51,-98.64,72.93
49.46,-98.61,48.73
49.56,-98.53,48.36
49.57,-98.57,44.45
49.56,-98.48,65.04
49.67,-98.74,62.1
50.45,-100.58,89.56
50.79,-114.3,220.07
53.37,-113.17,110.02
49.94,-99.19,133.9
49.97,-99.14,98.45
49.94,-99.19,90.85
49.91,-99.21,406.85
49.67,-100.97,129.02
49.97,-100.11,130.27
50.14,-100.79,108.79
50.26,-100.73,75.82
50.66,-100.78,69.05
50.6,-101.36,85.95
49.81,-99.43,23.7
