latitude,longitude,tovr
-16.08,34.72,46.95
-15.7,34.72,48.16
-16.39,34.73,189.02
-15.53,34.74,15.51
-16.06,34.75,10.37
-15.51,34.75,37.12
-15.96,34.76,14.81
-15.42,34.77,59.45
-15.4,34.78,71.88
-15.39,34.78,8.91
-15.39,34.78,12.79
-15.35,34.78,13.72
-16.04,34.79,7.47
-15.39,34.79,38.68
-15.39,34.79,15.47
-15.37,34.79,29.94
-16.53,34.8,81.1
-16.41,34.8,77.4
-15.4,34.8,26.93
-15.39,34.8,22.14
-15.37,34.8,19.18
-16.07,34.81,13.51
-16.07,34.81,23.12
-16.27,34.85,20.92
-16.67,34.88,152.21
-16.52,34.9,97.23
-14.26,34.91,22.88
-16.52,34.92,48.21
-14.19,34.92,65.58
-16.36,34.93,153.15
-15.29,34.93,15.39
-15.23,34.93,42.23
-15.09,34.94,22.36
-14.88,34.95,41.28
-14.17,34.95,23.9
-16.69,34.97,32.73
-15.04,34.99,19.83
-14.2,35.02,28.03
-15.31,35.03,25.09
-16.25,35.05,74.25
-15.42,35.05,31.68
-15.18,35.05,39.24
-14.23,35.05,41.66
-16.73,35.06,63.59
-15.17,35.07,130.4
-15.14,35.08,23.46
-15.37,35.09,46.62
-15.38,35.1,28.79
-15.34,35.11,12.68
-15.12,35.12,42.2
-15.1,35.15,16.71
-14.36,35.15,40.54
-15.09,35.16,54.69
-16.48,35.18,77.36
-14.98,35.19,52.02
-14.54,35.19,49.95
-14.43,35.19,46.9
-15.12,35.2,15.74
-14.8,35.2,37.56
-14.09,35.2,21.3
-14.98,35.21,26.1
-14.4,35.21,36.79
-17.04,35.23,12.33
-14.48,35.23,21.6
-14.48,35.23,11.45
-15.07,35.24,32.77
-15.04,35.24,23.81
-15.06,35.25,16.38
-14.86,35.25,29.02
-15.07,35.25,24.61
-15.07,35.25,12.02
-15.07,35.26,9.97
-16.88,35.26,49.65
-14.43,35.26,24.34
-15.08,35.27,19.26
-14.9,35.27,29.49
-14.99,35.28,39.33
-14.81,35.28,32.85
-14.46,35.29,40.23
-14.99,35.3,20.99
-14.5,35.3,13.86
-14.76,35.35,56.36
-14.67,35.36,25.3
-14.57,35.36,81.77
-14.55,35.36,43.49
-14.76,35.37,96.75
-14.87,35.38,20.79
-14.78,35.38,24.45
-15.01,35.4,27.03
-15.73,26.19,13.03
-15.73,26.2,21.35
-15.73,26.24,17.07
-15.7,26.28,12.57
-15.71,26.28,33.4
-15.7,26.28,25.74
-15.63,26.29,18.28
-15.69,26.39,27.99
-15.62,26.42,32.35
-16.43,26.77,157.03
-16.42,26.81,92.5
-16.42,26.81,84.59
-15.25,26.94,27.62
-15.39,26.95,39.61
-15.18,26.96,72.15
-15.39,26.97,47.93
-15.14,26.97,39.39
-15.34,26.99,41.49
-15.36,27.01,66.69
-15.41,27.01,64.45
-15.35,27.02,77.29
-15.1,27.4,45.05
-15.23,27.71,51.64
-15.26,27.75,33.88
-15.27,27.81,32.99
-15.34,27.81,86.61
-15.32,27.82,31.12
-15.3,27.82,17.39
-15.42,27.83,103.88
-15.4,27.83,43.37
-15.35,27.84,65.82
-15.53,27.86,10.67
-14.61,28.41,0.1
-14.61,28.41,0.19
-14.61,28.41,0.65
-20.43,28.41,11.43
-20.03,28.43,17.63
-20.4,28.47,7.36
-20.39,28.5,1.51
-20.41,28.51,9.61
-20.41,28.51,10.55
-20.38,28.51,64.58
-20.38,28.52,55.83
-18.99,29.26,125.71
-21.68,31.71,13.28
-21.77,31.92,29.85
5.54,14.78,145.0
6.49,16.13,40.37
4.03,18.01,34.77
4.02,18.18,11.56
4.02,18.18,4.76
4.89,18.21,60.6
4.17,18.24,15.38
4.17,18.24,21.53
4.59,18.63,5.71
4.96,18.71,77.25
4.95,18.71,35.24
5.99,10.42,58.09
5.96,10.44,68.08
5.97,10.46,45.59
6.06,10.46,150.31
5.9,10.53,85.64
5.92,10.56,88.71
6.33,10.95,44.16
6.34,10.98,74.63
6.31,11.05,67.86
6.35,11.15,59.08
4.35,12.1,33.87
4.39,11.83,21.78
8.54,13.47,56.11
8.55,13.46,190.79
8.61,13.55,165.64
8.53,13.65,260.29
8.75,13.66,109.91
8.56,13.52,135.39
5.52,10.53,44.78
4.51,11.96,29.26
6.34,10.96,37.24
6.25,10.96,36.12
8.06,14.64,89.33
5.75,10.6,89.47
5.77,10.63,50.22
4.53,12.02,52.91
4.52,12.04,54.93
5.58,13.84,41.93
5.78,10.63,149.73
5.63,10.68,68.93
6.23,10.95,30.62
8.62,13.43,126.32
8.59,13.47,33.08
8.54,13.65,546.18
7.97,14.74,46.23
5.57,10.7,129.95
5.57,10.72,2.93
5.58,10.72,10.45
8.18,14.15,29.23
8.27,14.05,55.88
5.57,10.62,198.52
5.58,10.73,19.41
4.26,14.04,45.29
5.6,14.08,35.17
4.56,13.86,51.49
4.91,13.86,21.48
4.87,13.88,40.67
4.74,13.84,127.53
5.58,10.69,8.21
7.03,12.2,25.17
5.59,10.69,5.41
7.33,13.61,16.54
4.78,14.25,38.8
7.95,14.71,42.82
8.56,13.05,78.65
5.6,10.73,3.6
5.58,10.69,8.07
5.59,10.72,16.5
5.6,10.72,7.69
5.57,10.74,5.74
5.57,10.7,7.19
5.59,10.72,7.65
5.59,10.69,8.02
5.61,10.71,8.23
5.58,10.71,7.02
5.57,10.72,9.3
5.6,10.73,7.38
7.99,14.71,46.41
5.61,10.73,11.21
4.61,11.93,3.79
5.44,10.08,402.97
5.49,10.6,62.05
5.5,10.61,66.48
5.52,10.67,30.23
7.96,14.72,77.38
5.59,10.72,3.3
5.59,10.72,7.14
5.58,10.69,16.65
7.96,14.7,51.45
5.58,10.69,7.83
5.41,10.71,2.95
5.61,10.72,6.2
5.6,10.72,3.55
8.17,14.08,127.02
5.6,10.73,6.33
5.57,10.74,13.43
4.32,11.64,60.67
6.0,10.46,60.6
4.82,13.81,59.48
7.97,14.69,23.55
4.55,13.62,85.7
4.28,14.06,38.83
4.36,14.55,21.28
9.02,13.23,213.47
4.68,11.17,46.25
5.63,10.67,130.96
5.53,10.62,135.98
5.97,10.44,61.36
5.5,10.61,90.49
5.57,10.63,105.65
5.48,10.09,107.68
5.55,10.63,39.2
7.39,15.67,59.6
7.71,17.88,319.75
9.01,19.29,205.3
10.04,34.57,153.81
10.04,34.57,79.49
10.04,34.57,189.54
10.04,34.57,181.39
10.04,34.57,92.2
10.04,34.57,93.86
10.03,34.57,6.18
10.03,34.57,100.79
10.03,34.57,56.52
10.04,34.57,59.67
10.03,34.57,104.28
10.03,34.57,54.7
10.03,34.57,82.88
9.0,35.42,42.55
9.04,35.43,46.54
8.98,35.43,50.74
8.98,35.43,61.71
8.99,35.43,68.31
11.34,35.74,153.28
10.83,35.86,50.92
9.7,36.12,86.93
5.04,36.17,84.78
9.01,36.19,53.22
10.96,36.22,227.13
11.32,36.41,90.24
11.32,36.41,86.45
11.31,36.41,81.58
11.32,36.41,57.91
11.31,36.41,72.74
11.32,36.41,52.04
11.32,36.42,77.16
13.56,36.46,237.81
13.53,36.46,138.29
13.49,36.47,121.03
13.48,36.47,159.61
13.5,36.48,140.3
13.54,36.48,121.78
13.45,36.48,162.08
4.93,36.49,36.3
14.04,36.5,253.64
14.01,36.52,288.14
14.1,36.52,265.9
14.07,36.53,300.36
14.03,36.53,360.89
14.12,36.53,322.81
14.06,36.54,316.24
14.07,36.54,339.3
14.11,36.54,282.53
14.02,36.54,170.14
14.05,36.55,332.17
14.13,36.56,246.84
14.18,36.56,408.83
14.08,36.57,186.46
14.06,36.58,352.08
14.11,36.58,285.41
14.17,36.59,341.05
14.2,36.59,119.15
14.11,36.59,340.17
14.04,36.59,322.79
7.85,36.6,11.24
14.07,36.6,203.84
7.85,36.6,50.95
7.85,36.6,65.86
7.85,36.6,79.77
7.85,36.6,25.32
7.85,36.6,46.66
7.85,36.6,32.18
13.36,36.6,113.27
14.27,36.61,370.46
14.09,36.61,283.04
14.16,36.61,354.99
13.33,36.61,101.32
14.25,36.61,236.38
14.13,36.61,307.13
14.17,36.61,291.94
13.41,36.62,149.19
14.21,36.62,115.72
14.14,36.62,326.07
14.2,36.62,212.53
14.12,36.62,146.22
13.38,36.63,143.1
14.27,36.63,317.86
14.2,36.64,172.06
14.18,36.64,329.52
14.12,36.64,152.7
14.26,36.65,516.13
13.34,36.65,227.08
14.19,36.66,301.47
14.17,36.66,256.85
14.28,36.66,102.43
14.25,36.66,586.08
13.32,36.66,233.11
14.17,36.67,342.37
7.9,36.68,46.06
14.24,36.68,230.37
12.62,36.69,61.15
14.15,36.69,202.25
14.23,36.7,216.03
14.14,36.71,148.62
14.14,36.72,130.4
14.2,36.72,264.56
14.23,36.72,198.16
14.16,36.72,61.49
14.12,36.72,287.0
14.12,36.73,327.09
14.15,36.73,79.25
14.09,36.74,265.17
14.22,36.74,402.1
14.17,36.74,134.71
14.09,36.75,191.69
14.21,36.76,341.55
14.16,36.78,257.02
14.21,36.78,180.87
14.2,36.8,273.64
8.85,36.87,44.78
9.11,37.06,56.22
10.4,37.11,35.46
10.46,37.11,71.65
10.52,37.15,45.92
10.52,37.16,39.38
12.85,37.36,93.34
11.99,37.59,98.92
12.01,37.62,77.79
12.0,37.63,59.23
11.97,37.63,52.15
12.0,37.64,55.56
12.03,37.65,92.79
12.04,37.67,69.49
11.97,37.67,89.78
7.07,37.69,102.51
7.07,37.69,75.63
7.06,37.69,101.65
7.07,37.69,119.02
11.98,37.69,97.02
12.04,37.69,94.45
7.07,37.69,120.25
12.02,37.69,96.68
12.01,37.71,109.03
12.02,37.72,170.33
12.01,37.73,96.55
9.63,13.79,106.62
9.6,13.85,137.88
9.05,13.61,542.78
9.11,13.55,834.01
9.08,13.63,252.45
9.09,13.57,58.27
9.11,13.6,383.54
9.22,13.22,227.86
9.21,13.51,241.74
8.75,13.85,139.79
9.2,13.2,392.15
9.09,13.6,310.73
9.22,13.55,274.91
9.25,13.39,194.54
9.08,13.64,297.73
9.22,13.4,370.09
9.27,13.51,48.87
9.19,13.21,280.03
9.21,13.29,182.07
9.25,13.37,115.38
9.27,13.52,149.98
9.21,13.35,208.79
9.18,13.15,110.39
9.23,13.42,22.63
9.25,13.34,349.22
9.34,13.58,40.45
9.15,13.17,386.71
10.05,14.53,299.51
9.2,13.11,108.51
9.63,13.95,619.64
9.1,13.6,658.19
9.52,13.86,55.05
8.76,14.19,665.85
9.0,14.22,145.48
8.73,14.1,58.04
9.54,13.95,279.02
8.84,13.96,257.77
9.77,13.53,163.76
9.77,13.96,75.29
9.97,13.77,44.08
9.96,13.77,33.46
9.78,13.88,8.11
9.09,13.51,90.24
9.07,13.64,219.59
9.19,13.13,116.83
9.25,13.22,1817.95
9.26,13.53,41.19
9.13,13.67,76.48
9.33,13.63,60.26
9.21,13.46,68.54
9.31,13.67,65.76
9.21,13.12,474.5
9.12,13.63,217.96
9.37,13.55,568.26
9.08,13.6,213.4
9.26,13.52,22.1
9.18,13.67,313.89
9.86,13.92,4.46
8.8,14.51,124.65
9.02,14.23,209.12
8.47,14.2,322.28
8.06,14.6,50.35
9.93,13.81,18.65
9.72,13.54,725.07
8.98,14.23,238.54
9.11,13.7,51.18
8.62,14.57,65.77
9.11,13.58,245.41
9.2,13.22,368.03
9.1,13.59,410.02
9.1,13.61,172.14
9.98,13.97,34.08
10.2,14.18,169.28
10.55,14.2,841.38
9.26,13.4,343.53
9.77,14.03,157.62
9.97,14.17,688.58
9.11,13.59,712.31
9.18,13.13,240.81
9.26,13.38,1853.68
9.11,13.6,342.47
9.92,14.0,31.86
10.12,14.31,254.07
7.83,15.33,120.71
7.77,15.32,83.71
10.07,14.13,101.98
8.76,14.05,50.9
9.36,13.66,20.31
9.77,13.75,2.67
9.72,13.36,115.49
8.39,14.68,94.93
9.38,13.39,41.56
9.96,13.97,36.6
9.92,13.99,55.42
7.83,15.43,101.14
9.92,13.78,20.03
9.32,13.89,158.88
9.28,12.94,3188.18
10.04,14.36,196.77
9.07,13.51,447.57
9.73,13.36,255.76
9.86,13.68,21.5
10.05,14.48,667.97
10.25,13.92,23.88
9.89,13.4,591.46
9.25,13.82,266.12
8.53,13.94,16.84
8.5,14.18,170.44
9.82,13.47,54.81
9.16,13.5,95.13
10.03,14.47,378.31
9.22,13.49,41.18
9.35,12.96,51.57
9.12,13.51,234.03
8.67,14.22,142.27
10.1,14.42,28.12
9.33,13.9,23.18
9.22,13.47,120.69
10.1,14.2,205.24
8.4,14.5,140.27
8.76,14.06,23.95
8.45,14.19,195.27
8.63,14.56,106.7
8.52,14.32,79.43
9.7,13.44,103.36
9.54,13.74,55.36
10.1,14.44,389.69
9.25,13.46,69.15
8.37,14.47,83.51
10.32,14.12,232.66
9.85,14.11,36.43
9.8,13.99,29.26
9.77,13.7,24.12
4.14,18.6,9.24
2.13,11.5,123.08
2.13,11.5,95.73
2.13,11.5,95.73
1.9,11.8,94.24
1.91,11.82,93.19
1.9,11.83,123.72
1.9,11.84,88.35
1.9,11.85,582.29
1.89,11.87,75.78
1.9,11.87,93.25
0.22,11.94,57.14
2.21,12.12,63.43
4.62,12.33,39.95
3.08,15.25,51.77
4.75,13.37,65.92
4.24,13.46,52.46
3.98,13.17,38.22
4.12,12.81,65.3
4.39,11.59,18.06
4.2,11.55,54.83
3.93,11.8,20.98
4.18,11.56,9.35
3.86,11.68,50.07
4.24,11.45,75.88
3.78,11.81,74.62
4.46,11.6,73.49
4.25,11.53,63.8
4.35,11.56,27.58
2.22,11.48,65.86
4.74,13.4,441.05
4.39,12.92,109.92
4.36,13.06,50.79
4.19,11.49,74.61
3.2,12.12,46.9
4.42,11.49,104.48
4.06,12.85,51.23
3.85,11.43,115.78
6.45,-8.2,34.11
6.49,-8.18,43.74
6.42,-7.64,66.35
6.42,-7.63,31.08
6.42,-7.6,67.14
6.42,-7.6,56.41
6.42,-7.6,62.42
5.9,-7.53,291.63
5.9,-7.47,229.01
4.87,-7.45,44.37
4.85,-7.45,53.95
4.89,-7.45,68.14
4.88,-7.45,292.93
4.62,-7.44,59.04
4.87,-7.44,26.38
4.85,-7.44,77.77
4.46,-7.44,85.38
4.48,-7.44,78.77
4.51,-7.43,80.9
5.82,-7.39,94.65
5.82,-7.39,57.56
5.82,-7.39,178.1
5.83,-7.39,64.1
5.83,-7.39,43.72
5.82,-7.39,37.56
5.81,-7.38,31.33
5.81,-7.37,55.9
5.31,-7.33,59.34
4.46,-7.32,159.28
4.47,-7.31,765.91
5.53,-7.3,98.59
5.31,-7.29,63.16
5.31,-7.28,42.29
5.52,-7.28,50.84
6.44,-7.16,34.7
6.42,-7.11,47.99
4.79,-7.02,104.28
4.81,-7.02,401.72
4.81,-7.01,416.2
5.74,-6.95,66.84
5.73,-6.95,65.66
5.74,-6.93,36.75
5.17,-6.93,228.35
5.77,-6.89,26.6
5.15,-6.88,191.95
5.76,-6.88,61.94
5.5,-6.87,58.76
5.49,-6.86,43.6
5.5,-6.86,195.73
5.12,-6.8,104.05
5.11,-6.79,137.48
5.5,-6.71,75.63
5.75,-6.7,60.66
5.76,-6.7,89.94
5.51,-6.67,29.54
5.5,-6.67,28.11
5.7,-6.64,56.14
5.73,-6.6,9.18
5.32,-6.54,49.7
5.33,-6.54,12.77
5.14,-6.49,58.36
5.16,-6.49,237.76
5.18,-6.47,142.55
4.85,-6.38,53.22
4.84,-6.38,28.58
4.87,-6.37,114.82
4.95,-6.13,334.74
6.01,-6.16,190.25
6.01,-6.16,186.29
6.0,-5.93,55.68
6.0,-5.93,68.19
5.88,-4.71,425.29
5.99,-2.86,53.63
5.82,-2.85,102.28
5.8,-2.84,259.21
5.38,-2.69,242.75
5.12,-2.65,42.48
5.12,-2.65,41.81
5.4,-2.61,27.34
5.1,-2.6,69.69
4.98,-2.55,367.85
5.65,-2.54,523.15
5.87,-2.47,106.62
5.49,-2.46,62.89
5.03,-2.34,51.84
6.11,-2.02,36.09
6.93,-1.92,170.79
7.41,-1.87,50.37
7.4,-1.87,55.41
6.88,-1.77,120.62
6.88,-1.74,98.39
6.88,-1.72,57.35
6.9,-1.71,111.6
6.68,-1.67,113.82
6.78,-1.65,76.12
6.13,-1.63,682.67
7.02,-1.54,67.8
6.72,-1.53,7.83
6.72,-1.53,54.57
7.02,-1.53,75.48
6.71,-1.52,64.22
6.7,-1.51,70.73
6.7,-1.51,47.86
6.1,-0.88,98.5
6.1,-0.88,97.23
6.1,-0.88,124.93
6.1,-0.88,195.7
6.1,-0.88,161.42
6.09,0.05,48.02
6.03,0.06,75.39
6.71,-0.59,3945.4
6.64,-0.63,3308.0
6.9,-0.91,5160.44
6.7,-0.57,4050.87
7.09,-1.39,1670.45
6.92,-0.93,5375.37
6.2,-0.37,1778.67
6.92,-1.27,1908.24
6.94,-0.93,1756.15
6.19,-0.38,2570.44
5.78,-0.35,897.59
6.67,-0.46,5112.6
6.2,-0.34,1211.24
7.08,-1.4,1726.68
5.44,-0.66,1936.72
6.85,-1.18,2436.11
5.43,-0.66,876.04
6.15,-0.39,2096.41
6.66,-0.75,3237.23
7.01,-1.25,2138.41
5.79,-0.35,1795.71
5.75,-0.48,1641.02
6.18,-0.32,686.88
6.06,-0.49,8534.57
5.7,-0.57,1090.86
5.58,-0.41,1150.42
5.42,-0.64,1701.12
5.63,-2.15,2031.12
7.01,-1.26,2216.04
6.93,-0.97,3229.38
6.64,-0.75,3009.69
5.79,-0.34,1249.4
5.79,-0.35,915.56
5.79,-0.36,1434.06
6.67,-0.43,4872.75
5.65,-2.13,8043.24
6.75,-0.71,1966.2
5.79,-0.35,1870.53
5.87,-0.27,1158.71
7.08,-1.38,1342.79
6.66,-0.74,2855.59
6.97,-0.99,4935.14
6.2,-0.37,1131.53
5.81,-0.22,1005.96
7.06,-1.39,2662.72
5.78,-0.35,1282.31
5.5,-0.5,940.84
5.63,-2.15,1793.23
5.72,-0.46,1342.83
6.1,-0.51,1008.01
5.9,-0.6,1450.99
5.8,-0.35,920.43
6.2,-0.36,2589.5
6.18,-0.35,1067.45
6.7,-0.57,5117.82
5.67,-0.53,517.04
6.18,-0.33,679.96
6.19,-0.36,972.0
6.17,-0.36,4379.4
6.2,-0.35,1457.2
7.08,-1.39,1750.23
5.95,-0.66,647.39
6.7,-0.56,3711.26
5.08,8.91,90.36
5.06,8.92,50.37
5.02,8.93,418.62
5.04,8.94,171.38
5.05,8.94,117.95
5.78,9.01,88.43
4.43,9.13,109.43
5.68,9.17,99.85
4.45,9.19,104.88
5.64,9.21,56.34
3.99,9.22,110.87
4.57,9.34,110.74
4.07,9.35,121.2
5.79,9.38,55.13
4.14,9.44,122.47
4.42,9.45,159.05
4.58,9.45,217.92
4.77,9.49,109.69
4.68,9.51,133.86
6.0,9.92,61.2
5.27,8.27,67.07
5.27,8.28,79.5
5.54,8.28,35.6
5.5,8.3,84.58
5.29,8.31,98.32
5.29,8.32,140.53
5.28,8.32,79.21
5.47,8.33,67.05
5.72,8.38,24.13
5.3,8.43,54.32
5.71,8.44,32.02
5.79,8.52,51.78
5.39,8.6,61.7
5.1,8.65,107.81
5.65,8.69,54.86
5.53,8.74,89.01
5.42,8.79,68.86
5.56,8.81,58.09
5.61,8.81,79.1
4.63,9.51,242.35
4.61,9.64,414.61
5.06,8.94,114.77
4.68,9.63,66.55
4.55,9.07,77.05
5.05,8.93,482.3
4.1,9.26,49.85
4.65,9.52,35.54
4.59,9.54,154.47
4.7,9.65,275.56
4.59,9.0,105.17
4.6,9.45,647.44
4.09,9.39,4488.62
4.63,9.64,419.3
4.62,9.67,464.25
4.14,9.43,160.95
4.56,9.62,104.55
4.6,9.08,26.18
4.13,9.38,68.0
4.37,9.58,55.47
4.6,9.5,1992.17
4.53,9.1,250.25
4.06,9.35,83.34
5.04,8.94,167.74
4.02,9.29,221.77
4.63,9.5,166.0
5.63,10.05,149.19
4.63,9.66,721.82
4.11,9.38,130.84
4.62,9.63,97.47
4.62,9.62,124.37
4.6,9.65,121.07
4.47,9.11,87.78
4.48,9.07,124.76
4.49,9.09,72.47
4.53,9.0,116.38
4.53,9.0,81.96
4.52,8.99,106.5
4.51,8.99,159.74
4.51,9.0,88.12
5.05,8.92,46.55
4.05,9.34,65.15
4.49,9.1,244.89
4.54,9.05,144.25
4.08,9.34,91.22
4.14,9.39,54.8
4.52,9.12,202.67
4.26,9.37,73.67
4.83,9.01,79.57
4.98,8.87,102.56
4.61,9.65,814.38
4.61,9.64,372.34
4.59,9.64,687.58
4.37,9.61,129.47
3.97,9.23,168.08
5.82,10.01,85.42
4.6,9.07,16.95
4.17,9.42,127.72
4.72,9.48,115.99
5.08,8.89,102.57
4.75,9.48,78.41
4.37,9.62,1769.74
4.55,9.05,62.28
4.16,9.28,60.2
4.12,9.23,66.7
4.1,9.2,28.88
4.1,9.2,28.88
4.12,9.23,66.7
4.84,9.65,465.52
5.96,10.03,310.53
6.01,10.09,364.3
6.06,10.14,87.14
5.74,10.26,295.58
6.41,10.32,1212.87
6.07,10.33,638.6
6.05,10.33,301.58
6.49,10.35,237.46
6.55,10.46,143.81
6.09,10.63,207.85
6.16,10.67,93.15
6.23,10.78,90.12
6.34,10.85,97.17
4.75,9.67,334.39
6.15,10.93,130.81
6.48,10.68,126.23
6.4,10.98,82.61
6.12,10.06,81.83
6.24,10.78,189.84
6.44,10.77,95.93
6.49,10.36,105.43
6.53,10.37,97.2
6.55,10.48,131.99
5.78,10.37,156.41
6.49,10.72,75.44
6.54,10.74,111.98
6.11,10.25,146.05
6.24,10.58,101.96
6.53,10.55,57.77
6.01,10.27,433.23
6.31,10.48,60.43
6.21,10.66,231.46
5.68,10.15,48.49
4.8,9.48,85.49
5.75,10.09,91.89
4.77,9.51,113.87
6.33,10.27,216.82
5.86,10.19,58.49
6.15,10.88,117.7
6.46,10.72,128.79
5.99,10.2,298.64
6.16,10.91,88.52
6.16,10.93,32.81
6.55,10.46,143.81
6.42,10.55,89.94
6.45,10.34,181.48
5.63,10.7,113.09
6.4,10.93,58.41
6.19,10.43,245.74
5.63,10.73,81.0
6.55,10.7,135.53
6.0,10.61,250.1
5.01,10.17,250.62
5.85,10.06,186.4
5.92,10.19,273.71
5.98,10.18,2.67
5.95,10.04,282.74
5.95,10.04,196.74
5.65,10.1,203.59
5.97,10.01,197.04
6.36,10.34,73.27
5.88,10.2,97.26
5.78,10.11,239.38
5.66,10.68,13.84
5.66,10.21,116.53
6.0,10.03,47.61
5.93,10.18,30.76
5.55,10.09,107.02
5.62,10.05,119.91
5.63,10.17,57.89
5.93,10.09,57.91
5.77,10.06,81.26
5.63,10.13,255.16
5.58,10.11,222.89
5.87,10.12,43.92
5.98,10.2,172.92
6.0,10.2,252.79
5.79,10.04,183.56
5.75,10.33,147.3
5.99,10.13,246.97
5.62,10.15,106.64
5.57,10.12,167.6
5.77,10.33,181.18
5.73,10.34,717.32
5.78,10.32,158.53
5.72,10.34,102.71
5.99,10.2,154.9
5.99,10.2,110.83
5.78,10.17,298.74
5.93,10.03,120.15
5.99,10.2,112.36
5.4,10.47,57.61
5.93,10.03,58.62
5.97,10.02,265.99
5.63,10.06,174.59
5.43,10.09,81.87
5.75,10.31,165.25
5.79,10.32,101.9
5.8,10.24,429.13
5.91,10.04,200.65
5.9,10.03,231.97
5.68,10.65,73.1
5.93,10.12,104.49
5.82,10.16,215.86
8.13,34.25,45.26
7.19,35.42,79.17
7.19,35.42,31.66
7.18,35.42,38.35
7.18,35.42,50.16
7.18,35.42,48.5
7.19,35.42,75.49
7.18,35.42,16.77
8.32,35.6,32.41
8.32,35.6,44.57
8.32,35.6,33.38
8.32,35.6,29.03
8.32,35.6,31.46
8.32,35.6,24.09
8.72,35.99,101.61
7.98,36.22,73.63
5.6,38.24,62.2
5.72,38.26,33.11
5.52,38.26,103.74
5.79,38.27,116.01
5.48,38.28,35.84
5.8,38.29,69.66
5.67,38.3,110.84
5.71,38.34,47.18
5.56,38.35,109.69
5.52,38.37,42.51
4.91,36.01,48.78
4.85,36.12,339.64
5.06,36.13,111.63
4.89,36.14,178.72
4.84,36.15,56.82
4.83,36.17,35.24
2.4,37.03,31.57
2.41,37.03,24.79
2.78,37.2,155.62
2.43,37.27,89.23
1.88,37.37,540.59
3.92,37.42,150.43
2.3,37.46,60.76
2.27,37.47,88.77
1.98,37.52,96.76
2.43,37.52,58.98
2.23,37.72,571.18
2.48,37.83,98.03
9.06,36.8,82.44
11.05,36.88,98.42
9.1,36.94,159.4
9.14,36.95,107.81
11.61,37.01,140.17
11.67,37.02,114.41
11.67,37.03,83.09
11.43,37.04,95.3
11.6,37.05,105.27
11.51,37.08,162.99
9.41,37.11,61.25
11.71,37.11,198.12
10.68,37.27,82.85
10.28,37.3,170.51
11.28,37.47,8.85
11.29,37.48,12.8
11.28,37.48,16.63
11.28,37.48,10.19
11.28,37.48,12.42
11.28,37.48,12.74
11.28,37.48,8.8
11.28,37.49,14.54
11.28,37.49,7.82
11.28,37.49,13.67
11.28,37.49,12.06
11.28,37.49,6.33
11.28,37.49,8.84
11.28,37.49,8.08
11.28,37.49,10.32
11.28,37.49,8.31
11.28,37.49,9.61
11.28,37.49,10.27
11.28,37.49,8.02
12.2,37.58,188.33
8.96,37.62,65.35
8.95,37.62,123.44
8.96,37.62,63.87
8.93,37.62,97.3
8.97,37.63,150.52
8.82,37.67,167.2
11.91,37.68,98.13
7.06,37.68,111.67
7.06,37.68,81.4
7.06,37.68,201.87
7.06,37.68,233.66
7.05,37.69,376.53
11.92,37.72,86.47
8.91,37.74,101.19
8.9,37.75,95.74
12.01,37.76,123.2
8.93,37.76,88.29
8.92,37.76,144.84
8.96,37.77,139.45
7.51,37.78,15.86
6.89,37.8,124.73
6.89,37.81,115.79
6.88,37.81,95.76
6.88,37.81,125.83
6.88,37.81,115.66
7.57,37.84,15.95
7.57,37.84,14.97
7.33,37.86,74.56
5.45,37.96,68.6
11.86,37.99,55.78
11.86,37.99,89.59
11.86,38.0,67.08
11.87,38.0,44.78
11.87,38.0,169.89
11.87,38.0,121.27
11.86,38.0,109.28
11.87,38.0,140.14
11.86,38.0,82.27
11.87,38.0,131.62
11.87,38.0,88.28
11.87,38.0,60.53
7.88,38.01,96.93
7.99,38.01,132.4
5.56,38.02,70.04
9.05,38.03,67.38
11.49,38.05,107.93
4.87,38.09,99.72
12.11,38.13,34.67
6.18,38.15,38.67
6.2,38.16,32.52
5.61,38.16,71.92
12.53,38.2,261.92
5.66,38.24,35.14
4.09,38.3,83.32
4.08,38.33,20.4
6.3,38.41,45.95
6.29,38.41,70.55
8.06,38.51,40.64
6.49,38.51,63.2
7.09,38.63,119.0
7.09,38.63,83.2
7.09,38.63,106.85
7.09,38.63,68.91
7.09,38.63,115.83
7.09,38.63,87.85
7.09,38.64,61.83
7.09,38.64,115.64
7.09,38.64,51.28
7.09,38.64,58.15
7.09,38.64,26.86
7.09,38.64,45.45
7.09,38.64,50.8
7.09,38.64,51.57
7.09,38.64,35.77
7.09,38.64,29.55
7.09,38.65,57.03
7.09,38.65,28.57
8.77,38.67,56.62
10.23,38.77,148.39
8.92,38.81,139.78
8.89,38.82,115.46
12.44,38.83,177.05
8.83,38.83,110.68
12.17,38.86,125.32
12.17,38.86,125.32
9.52,38.88,25.19
11.83,38.91,86.69
8.77,38.93,151.32
8.75,38.93,147.18
11.98,38.94,32.14
12.17,38.95,43.39
9.15,38.96,123.6
12.14,38.96,42.42
12.14,38.96,42.48
7.06,38.97,87.02
12.05,38.97,53.8
8.92,38.98,76.75
12.16,38.98,41.21
7.07,39.0,158.27
8.77,39.0,61.97
8.77,39.0,293.0
8.77,39.0,82.37
8.77,39.0,70.48
8.77,39.01,114.05
8.76,39.01,130.18
11.95,39.01,20.73
8.77,39.01,90.69
12.73,39.02,87.01
12.72,39.02,65.05
12.73,39.02,48.16
